고급휘발유,보통휘발유,경유,실내등유,상표 URL,주유소 이름,세차장,충전소,경정비,편의점,24시영업,주소,상표
False,1738,1615,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 남서울셀프주유소,False,False,False,False,False,서울 금천구 독산로 257 (독산동),HD현대오일뱅크
1879,1739,1599,1380,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 박미주유소,True,False,False,False,False,서울 금천구 시흥대로 39-7 (시흥동),SK에너지
1889,1789,1649,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,현대오일뱅크㈜직영 금천제일주유소,True,False,False,False,False,서울 금천구 남부순환로 1410 (독산동),HD현대오일뱅크
2070,1675,1525,1600,https://www.opinet.co.kr/images/user/com/icon_hy.gif,화랑대주유소,True,False,False,False,True,서울 노원구 화랑로 483,HD현대오일뱅크
1995,1675,1545,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,이엠석유(주)배꽃나라주유소,True,False,True,False,False,서울 노원구 화랑로 466 (공릉1동),GS칼텍스
1944,1675,1575,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)정건에너지직영,True,False,False,False,False,서울 노원구 노원로17길 29 (하계동),HD현대오일뱅크
1957,1695,1575,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,태릉솔밭주유소,True,False,False,False,True,서울 노원구 노원로 49 (공릉동),S-OIL
False,1725,1595,1400,https://www.opinet.co.kr/images/user/com/icon_sk.gif,삼육주유소,True,False,False,False,False,서울 노원구 화랑로 822 (공릉동),SK에너지
False,1729,1609,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,구도일주유소 불암,True,False,False,False,False,서울 노원구 한글비석로 268 (중계동),S-OIL
1980,1730,1620,1700,https://www.opinet.co.kr/images/user/com/icon_sk.gif,한신주유소,True,False,False,False,False,서울 노원구 동일로 1089 (공릉동),SK에너지
False,1749,1619,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지㈜직영 상계주유소,True,False,False,False,False,서울 노원구 노해로 527 (상계동),SK에너지
False,1795,1670,1570,https://www.opinet.co.kr/images/user/com/icon_hy.gif,상계동주유소,False,False,True,False,False,서울 노원구 노원로26길 191 (상계동),HD현대오일뱅크
False,1798,1688,1600,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)소모 수락산셀프주유소,False,False,False,False,False,서울 노원구 동일로 1772,GS칼텍스
False,1818,1698,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,신성주유소,True,False,False,False,True,서울 노원구 월계로 328 (월계동),S-OIL
1994,1819,1679,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,월계주유소,True,False,False,False,False,서울 노원구 월계로 252,GS칼텍스
2058,1828,1698,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,성북역주유소,True,False,False,False,False,서울특별시 노원구 광운로 95 (월계1동),GS칼텍스
False,1875,1745,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,하계삼호주유소,False,False,False,False,False,서울 노원구 공릉로 294 (하계동),GS칼텍스
False,1647,1507,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,요한주유소,True,False,False,False,False,서울 도봉구 마들로 776,HD현대오일뱅크
False,1647,1507,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,이케이에너지 주식회사,True,False,False,False,False,서울 도봉구 도봉로 941 (도봉동),HD현대오일뱅크
1905,1649,1509,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,한이에너지(주) 쌍문주유소,True,False,True,False,True,서울 도봉구 도봉로 547 (쌍문동),S-OIL
1905,1649,1509,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)자연에너지 햇살주유소,True,False,False,False,False,서울 도봉구 방학로 142 (방학동),HD현대오일뱅크
False,1649,1509,1390,https://www.opinet.co.kr/images/user/com/icon_hy.gif,도봉제일주유소(주)송만에너지,False,False,False,False,False,서울 도봉구 도봉로 783 (도봉동),HD현대오일뱅크
1905,1651,1515,1450,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 방학동주유소,True,False,False,False,False,서울 도봉구 방학로 186,GS칼텍스
False,1655,1515,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)헨지스에너지 구도일주유소 도봉,True,False,True,False,False,서울 도봉구 도봉로 706 (방학동),S-OIL
False,1661,1525,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,삼미북부셀프주유소,True,False,False,False,True,서울 도봉구 도봉로 437 (쌍문동),SK에너지
False,1675,1545,1480,https://www.opinet.co.kr/images/user/com/icon_soil.gif,구도일주유소 파크빌,False,False,False,False,False,서울 도봉구 해등로3길 86 (창동),S-OIL
False,1675,1535,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성산업(주)신창주유소,True,False,False,False,True,서울 도봉구 덕릉로 267 (창동),GS칼텍스
False,1675,1515,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,극동유화(주) 대안주유소,True,False,True,False,False,서울 도봉구 마들로 574 (창동),S-OIL
2300,1775,1635,1700,https://www.opinet.co.kr/images/user/com/icon_soil.gif,오복주유소,True,False,False,False,False,서울 도봉구 방학로 43,S-OIL
2107,1797,1667,1440,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 영신주유소,True,False,False,False,False,서울 도봉구 방학로 151,HD현대오일뱅크
1889,1635,1507,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)자연에너지 국민주유소,False,False,False,False,False,서울 동대문구 답십리로 223 (답십리동),HD현대오일뱅크
False,1645,1517,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,재정제2주유소,True,False,False,False,False,서울 동대문구 사가정로 90 (전농동),HD현대오일뱅크
False,1645,1517,1450,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)정건에너지 배봉로지점,True,False,False,False,False,서울 동대문구 서울시립대로 108,HD현대오일뱅크
1889,1645,1517,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,재정주유소,True,False,False,False,False,서울 동대문구 전농로 121,HD현대오일뱅크
False,1655,1525,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,풍한주유소,True,False,False,False,True,서울 동대문구 안암로 168,SK에너지
1885,1675,1555,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성산업(주)동마장주유소,True,False,True,False,True,서울 동대문구 고산자로 405 (용두동),GS칼텍스
False,1728,1588,1540,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)안국에너지 삼원셀프주유소,True,False,False,False,False,서울 동대문구 망우로 90 (휘경동),SK에너지
1879,1745,1595,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,동서울고속주유소,False,False,False,False,False,서울 동대문구 한천로 414,SK에너지
False,1749,1609,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,삼미상사(주)장안킹셀프주유소,True,False,False,False,False,서울 동대문구 한천로 100 (장안동),SK에너지
False,1749,1599,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,열린주유소,False,False,False,False,False,서울 동대문구 한천로 263 (휘경동),S-OIL
False,1755,1615,1700,https://www.opinet.co.kr/images/user/com/icon_sk.gif,삼영주유소,True,False,False,False,False,서울 동대문구 답십리로 258 (장안동),SK에너지
False,1755,1615,1500,https://www.opinet.co.kr/images/user/com/icon_soil.gif,홍능주유소,True,False,False,False,False,서울 동대문구 홍릉로 87,S-OIL
1844,1759,1629,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 스피드주유소,True,False,False,False,True,서울 동대문구 천호대로 453 (장안동),HD현대오일뱅크
False,1797,1698,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,한영주유소 (한화),False,False,False,False,False,서울 동대문구 망우로 38 (휘경동),HD현대오일뱅크
False,1798,1658,1600,https://www.opinet.co.kr/images/user/com/icon_soil.gif,오동나무주유소,False,False,False,False,False,서울 동대문구 한천로 81,S-OIL
1895,1658,1518,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,주식회사 새서울글로벌,True,False,False,False,True,서울 동작구 시흥대로 616 (신대방동),HD현대오일뱅크
1879,1679,1569,1450,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스(주) 대방주유소,False,False,False,False,False,서울 동작구 여의대방로 214,GS칼텍스
False,1689,1579,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,창원이엔지주유소,True,False,False,False,False,서울 동작구 사당로 59 (상도동),HD현대오일뱅크
2029,1724,1619,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 사당셀프주유소,True,False,False,False,True,서울 동작구 동작대로 73 (사당동),HD현대오일뱅크
1925,1725,1615,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜직영 남성주유소,False,False,False,False,True,서울 동작구 동작대로 135,GS칼텍스
1934,1754,1639,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 동작주유소,True,False,False,False,False,서울 동작구 상도로 403 (상도동),HD현대오일뱅크
1899,1764,1649,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 흑석동셀프주유소,True,False,False,False,True,서울 동작구 현충로 101 (흑석동),HD현대오일뱅크
False,1799,1679,1650,https://www.opinet.co.kr/images/user/com/icon_soil.gif,매일주유소,True,False,False,False,False,서울 동작구 상도로 139 (상도동),S-OIL
False,1895,1785,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,살피재주유소,False,False,False,False,False,서울 동작구 상도로 334,SK에너지
1879,1649,1529,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)타이거통상 월드컵주유소,False,False,False,False,False,서울 마포구 월드컵북로 170 (성산제2동),S-OIL
1978,1659,1569,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,청원주유소,True,False,False,False,False,서울 마포구 월드컵북로 113 (성산동),HD현대오일뱅크
False,1659,1569,1649,https://www.opinet.co.kr/images/user/com/icon_hy.gif,성산대교셀프주유소,True,False,True,False,False,서울 마포구 성산로 144,HD현대오일뱅크
False,1659,1539,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,마포시엠주유소,False,False,False,False,False,서울 마포구 월드컵북로 62,SK에너지
False,1758,1628,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)안국에너지 망원동주유소,True,False,False,False,False,서울 마포구 월드컵로 119 (망원동),SK에너지
False,1779,1669,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,에쓰오일(주) 염리동주유소,True,False,False,False,False,서울 마포구 백범로 126 (염리동),S-OIL
False,1779,1669,1650,https://www.opinet.co.kr/images/user/com/icon_soil.gif,용강주유소,False,False,False,False,False,서울 마포구 토정로 258,S-OIL
1942,1792,1682,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,마포주유소,True,False,False,False,False,서울 마포구 마포대로 186,S-OIL
2199,1799,1689,1745,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)만성상사 대흥주유소,True,False,False,False,True,서울 마포구 대흥로 61 (대흥동),SK에너지
2098,1799,1689,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,에스에스오토셀프,True,False,False,False,True,서울 마포구 서강로 76 (창전동),HD현대오일뱅크
1929,1825,1725,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지 양지주유소,False,False,False,True,True,서울 마포구 마포대로 69 (도화동),SK에너지
1929,1829,1729,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 안국주유소,False,False,False,False,True,서울 마포구 양화로 33,SK에너지
False,1659,1549,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)가재울뉴타운주유소,False,False,False,True,False,서울 서대문구 모래내로 205,HD현대오일뱅크
False,1659,1549,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)미래아스팔트 신우주유소,True,False,True,False,False,서울 서대문구 가좌로 106(홍은동),S-OIL
False,1665,1549,1800,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)창원이엔지 홍제지점,False,False,False,False,False,서울 서대문구 통일로 455 (홍제동),HD현대오일뱅크
1915,1665,1549,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스(주)홍제동주유소,True,False,False,False,False,서울 서대문구 통일로 372,GS칼텍스
1899,1669,1569,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,㈜한화미 구도일주유소 두꺼비,True,False,True,False,False,서울 서대문구 성산로 312,S-OIL
1889,1674,1589,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 연세주유소,True,False,False,False,False,서울 서대문구 연희로 184,HD현대오일뱅크
False,1678,1568,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,남정주유소,False,False,False,False,False,서울 서대문구 모래내로 243 (남가좌동),GS칼텍스
1898,1698,1579,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)안국에너지 삼보셀프주유소,True,False,True,False,False,서울 서대문구 연희로 78 (연희동),SK에너지
1998,1718,1598,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,중앙에너비스 동교지점,False,False,False,True,False,서울 서대문구 연희로 12 (창천동),SK에너지
1947,1728,1579,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,행촌제2주유소,True,False,False,True,True,서울 서대문구 성산로 490 (대신동),SK에너지
False,1739,1659,1650,https://www.opinet.co.kr/images/user/com/icon_soil.gif,㈜우남에너지 문화사랑주유소,True,False,False,False,False,서울 서대문구 세검정로 87,S-OIL
1995,1745,1635,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,연희주유소,True,False,False,True,False,서울 서대문구 연희로 129 (연희동 89-7번지),SK에너지
False,1745,1635,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,광호주유소,True,False,False,False,False,서울 서대문구 연희로 266 (홍은동),SK에너지
False,1654,1519,False,https://www.opinet.co.kr/images/user/com/icon_rtx_new.gif,만남의광장주유소,False,True,False,True,True,서울 서초구 양재대로12길 73-71,알뜰(ex)
1885,1685,1565,1580,https://www.opinet.co.kr/images/user/com/icon_soil.gif,씨앤에스유통㈜ 내곡드림주유소,True,False,False,False,False,서울 서초구 헌릉로 177 (내곡동),S-OIL
False,1695,1595,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,(주)대농석유 남태령주유소,True,False,False,False,False,서울 서초구 과천대로 838 (방배동),SK에너지
1889,1698,1649,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 사평로주유소,True,False,False,False,False,서울 서초구 사평대로 350 (서초동),HD현대오일뱅크
1899,1699,1569,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,에너지 플러스 허브 내곡,True,True,False,False,True,서울 서초구 헌릉로 210,GS칼텍스
False,1714,1584,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,양재최고주유소,True,False,False,False,False,서울 서초구 매헌로 72 (양재동),S-OIL
1899,1716,1636,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,말죽거리주유소,False,False,False,False,False,서울 서초구 남부순환로 2650,GS칼텍스
1945,1725,1595,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)한미석유 서초주유소,False,False,False,False,False,서울 서초구 반포대로 64 (서초동),GS칼텍스
1925,1725,1615,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스(주)선천주유소,True,False,False,False,False,서울 서초구 동작대로 206 (방배동),GS칼텍스
1928,1728,1659,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,에너지플러스허브 삼방주유소,True,False,False,False,True,서울 서초구 사평대로 364 (서초동),GS칼텍스
1935,1735,1625,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성산업(주)직영 강남주유소,False,False,False,False,False,서울 서초구 반포대로 284 (반포동),GS칼텍스
1955,1735,1605,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,서초꽃마을주유소,False,False,False,False,False,서울 서초구 반포대로 69 (서초동),GS칼텍스
1980,1735,1645,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,한독주유소,False,False,False,False,False,서울 서초구 방배로 218 (방배동),GS칼텍스
1955,1735,1575,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,극동유화(주) 전당앞주유소,True,True,True,False,False,서울 서초구 남부순환로 2391 (서초동),S-OIL
1980,1735,1645,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,신반포주유소,True,False,False,False,True,서울 서초구 사평대로 94 (반포동),SK에너지
1938,1738,1669,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,반포그린주유소,True,False,False,False,False,서울 서초구 서초중앙로 239,GS칼텍스
1956,1739,1625,1600,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성석유(주)연일주유소,True,False,False,True,False,서울 서초구 남부순환로 2451,GS칼텍스
False,1743,1637,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,태봉셀프주유소,True,False,True,False,False,서울 서초구 태봉로 117 (우면동),SK에너지
1966,1746,1655,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,에쓰오일(주)직영 오토테크주유소,True,False,True,False,False,서울특별시 서초구 효령로 356 (서초동),S-OIL
1955,1755,1655,1650,https://www.opinet.co.kr/images/user/com/icon_gs.gif,대성산업(주)직영 터미널(고속)주유소,True,False,False,False,True,서울 서초구 신반포로 222 (반포동),GS칼텍스
1874,1755,1656,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 팔레스주유소,False,False,False,False,True,서울 서초구 사평대로 136 (반포동),HD현대오일뱅크
1914,1756,1654,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,양재주유소,True,False,False,False,True,서울 서초구 바우뫼로 178,SK에너지
1928,1773,1653,1620,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 방배현대주유소,True,False,True,False,False,서울 서초구 동작대로 182 (방배동),HD현대오일뱅크
1934,1776,1674,1570,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 양재현대주유소,True,False,False,False,False,서울 서초구 마방로 6,HD현대오일뱅크
1917,1777,1677,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,대신석유(주)대우주유소,True,False,False,True,True,서울 서초구 양재대로 173 (양재동),SK에너지
1978,1778,1642,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,서초우면산주유소,True,False,False,False,False,서울 서초구 양재대로2길 100-30,S-OIL
1959,1782,1678,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 서초제일주유소,True,False,False,False,False,서울 서초구 사임당로 116,HD현대오일뱅크
2020,1820,1789,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스(주)남서울주유소,True,False,False,True,True,서울 서초구 나루터로 83 (잠원동),GS칼텍스
False,1893,1796,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,방배동주유소,True,False,False,False,False,서울 서초구 효령로 29,SK에너지
2168,2068,1968,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,대신석유㈜서원주유소,True,False,False,False,False,서울 서초구 반포대로 142 (서초동),SK에너지
2468,2258,1998,1780,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)선문에너지 중앙주유소,True,False,False,False,False,서울특별시 서초구 바우뫼로 219 (양재1동),HD현대오일뱅크
1820,1605,1477,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,㈜성동에너지,True,False,False,False,False,서울 성동구 천호대로 392,HD현대오일뱅크
False,1605,1477,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,(주)서울에너지 직영,True,False,False,False,True,서울 성동구 천호대로 324 (용답동),S-OIL
False,1668,1558,False,https://www.opinet.co.kr/images/user/com/icon_pb.gif,정호주유소,False,False,False,False,False,서울 성동구 고산자로 307 (마장동),자가상표
1819,1669,1549,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 군자동주유소,True,False,False,False,True,서울특별시 성동구 천호대로 446 (용답동),SK에너지
False,1675,1545,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,KLP제2주유소,False,False,False,False,False,서울 성동구 동일로 249 (송정동),HD현대오일뱅크
1955,1678,1572,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 효진주유소,True,False,False,False,True,서울 성동구 동일로 129,HD현대오일뱅크
1882,1682,1573,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,동일주유소,True,False,True,False,False,서울 성동구 광나루로 254 (성수동2가),GS칼텍스
1933,1683,1573,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,KH에너지㈜직영 성수만세주유소,True,False,False,False,False,서울 성동구 왕십리로 109,SK에너지
1933,1683,1573,1744,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스㈜ 도루코주유소,True,False,True,False,True,서울 성동구 아차산로 180,GS칼텍스
1898,1708,1578,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,아이콘주유소,True,False,False,False,True,서울 성동구 고산자로 273 (도선동),S-OIL
1945,1757,1597,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 성동셀프주유소,True,False,False,False,False,서울 성동구 마장로 311 (마장동),HD현대오일뱅크
1929,1779,1679,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 성수주유소,True,False,False,False,False,서울 성동구 뚝섬로 352,SK에너지
2060,1798,1680,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK세원2주유소,True,False,True,False,False,서울 성동구 광나루로 184,SK에너지
2235,1995,1863,1700,https://www.opinet.co.kr/images/user/com/icon_gs.gif,금호주유소,True,False,False,False,False,서울 성동구 금호로 39 (금호동4가),GS칼텍스
False,2195,2095,1795,https://www.opinet.co.kr/images/user/com/icon_sk.gif,청계로주유소,True,False,False,False,False,서울 성동구 청계천로 454 (하왕십리동),SK에너지
2521,2268,2077,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)옥수하이웨이스테이션,False,False,False,False,False,서울 성동구 독서당로 168 (옥수동),GS칼텍스
False,1643,1523,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,㈜원천주유소,False,False,False,False,False,서울 성북구 돌곶이로 142,GS칼텍스
False,1645,1525,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,(주)성북주유소,True,False,False,False,False,서울 성북구 보문로 142,HD현대오일뱅크
1849,1645,1525,1500,https://www.opinet.co.kr/images/user/com/icon_gs.gif,(주)삼표에너지 정릉주유소,True,False,True,False,False,서울 성북구 보국문로 35 (정릉동),GS칼텍스
1849,1645,1525,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,이케이에너지(주) 강산제2주유소,True,False,False,False,False,서울 성북구 보국문로 52,HD현대오일뱅크
False,1645,1525,1380,https://www.opinet.co.kr/images/user/com/icon_gs.gif,이케이에너지㈜ 강산주유소,True,False,False,False,True,서울 성북구 보문로 27 (보문동7가),GS칼텍스
False,1645,1525,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,신방주유소,False,False,False,False,False,서울 성북구 안암로 111 (안암동5가),S-OIL
1915,1645,1525,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,㈜스마일에너지 신동방주유소,False,False,False,False,False,서울 성북구 월계로 84 (장위동),S-OIL
1905,1655,1525,False,https://www.opinet.co.kr/images/user/com/icon_gs.gif,지에스칼텍스(주) 종암주유소,True,False,False,False,True,서울 성북구 종암로 145 (종암동),GS칼텍스
False,1655,1525,False,https://www.opinet.co.kr/images/user/com/icon_sk.gif,중앙에너비스 종암지점,True,False,False,False,True,서울 성북구 종암로 58,SK에너지
1879,1655,1535,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 고대셀프주유소,True,False,False,False,False,서울 성북구 종암로 12 (종암동),HD현대오일뱅크
1889,1665,1545,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,HD현대오일뱅크㈜직영 북악셀프주유소,True,False,False,False,False,서울 성북구 정릉로 218 (정릉동),HD현대오일뱅크
False,1674,1544,False,https://www.opinet.co.kr/images/user/com/icon_soil.gif,장위주유소,True,False,False,False,True,서울 성북구 화랑로 110 (하월곡동),S-OIL
1882,1675,1544,1520,https://www.opinet.co.kr/images/user/com/icon_sk.gif,SK에너지(주) 드림랜드주유소,False,False,False,False,False,서울 성북구 월계로 128 (장위동),SK에너지
False,1675,1535,False,https://www.opinet.co.kr/images/user/com/icon_hy.gif,장삼 쌍둥이 주유소,True,False,False,False,False,서울 성북구 한천로 612 (장위동),HD현대오일뱅크
